DateTime,AltmanZScore
2023-03-31,0.84
2022-12-31,0.3068
2022-09-30,0.4611
2022-06-30,0.0308
2022-03-31,0.2853
2021-12-31,0.3863
2021-09-30,1.011
2021-06-30,1.527
2021-03-31,1.893
2020-12-31,1.88
2020-09-30,1.3
